006385cc  00000716 R_ARM_JUMP_SLOT   0048f86c   ezxml_set_attr
00638b14  00021216 R_ARM_JUMP_SLOT   00084494   DcReadDataFromPort
00638b18  00021316 R_ARM_JUMP_SLOT   004f92f4   asn1_do_lock
00638b1c  00021416 R_ARM_JUMP_SLOT   004d9788   MGF1
00638b20  00021516 R_ARM_JUMP_SLOT   004d3b7c   BN_mul
00638b24  00021616 R_ARM_JUMP_SLOT   00000000   atol
00638b28  00021816 R_ARM_JUMP_SLOT   00118b4c   Mset_Get_Para
00638b2c  00021a16 R_ARM_JUMP_SLOT   003b2cbc   GetFFDataRequestByServ
00638b30  00021c16 R_ARM_JUMP_SLOT   00464288   lua_gethookmask
00638b34  00021d16 R_ARM_JUMP_SLOT   0044f3c8   WFD_RefreshAv6Dialog
00638b38  00021e16 R_ARM_JUMP_SLOT   0038be14   AddWFDItem
00638b3c  00022016 R_ARM_JUMP_SLOT   000ba5d0   GetKey_Benz_2Seed2Key_
00638b40  00022216 R_ARM_JUMP_SLOT   004a9c78   MakeKt600_Key
00638b44  00022416 R_ARM_JUMP_SLOT   004492c8   InitTimeoutRegionStack
00638b48  00022516 R_ARM_JUMP_SLOT   0012e768   BMW_Read_DTC_Simple
00638b4c  00022716 R_ARM_JUMP_SLOT   004b4100   RemoveAllObject
00638b50  00022816 R_ARM_JUMP_SLOT   0039b04c   VCI_Communicate
00638b54  00022916 R_ARM_JUMP_SLOT   0045a800   lua_concat
00638b58  00022a16 R_ARM_JUMP_SLOT   004cd610   engine_unlocked_finish
00638b5c  00022b16 R_ARM_JUMP_SLOT   0045d0ec   luaL_callmeta
00638b60  00022c16 R_ARM_JUMP_SLOT   002bda28   sha_compress
00638b64  00022d16 R_ARM_JUMP_SLOT   002efb1c   seedkey_gg_20211108
00638b68  00022e16 R_ARM_JUMP_SLOT   003bdc7c   LoadTroublecodes
00638b6c  00022f16 R_ARM_JUMP_SLOT   004d0928   CRYPTO_get_ex_new_inde
00638b70  00023016 R_ARM_JUMP_SLOT   00286bb0   Renault_RcvMsg_Standar
00638b74  00023116 R_ARM_JUMP_SLOT   000b0890   hOvSpLTRUN8
00638b78  00023216 R_ARM_JUMP_SLOT   00397d84   DoAC
00638b7c  00023316 R_ARM_JUMP_SLOT   002d0484   tt_seedkey_cumminus_0x
00638b80  00023416 R_ARM_JUMP_SLOT   0016b848   Spy_Sub_opter
00638b84  00023516 R_ARM_JUMP_SLOT   0036e98c   DENSO_Set_Injector
00638b88  00023616 R_ARM_JUMP_SLOT   0038b260   OS_Delay
00638b8c  00023716 R_ARM_JUMP_SLOT   0048c720   ezxml_free_attr
00638b90  00023916 R_ARM_JUMP_SLOT   003ad0fc   SD_Msg_Parse_1400
00638b94  00023b16 R_ARM_JUMP_SLOT   004da20c   ENGINE_free
00638b98  00023c16 R_ARM_JUMP_SLOT   003c1c6c   DTCSearch_0
00638b9c  00023d16 R_ARM_JUMP_SLOT   0049a008   std_strToHex
00638ba0  00023e16 R_ARM_JUMP_SLOT   00455af4   WFD_ShowPieChartDialog
00638ba4  00024316 R_ARM_JUMP_SLOT   0043a194   GetExprssionValueSub_V
00638ba8  00024416 R_ARM_JUMP_SLOT   002e9118   seedkey_boschabs_abs9c
00638bac  00024516 R_ARM_JUMP_SLOT   000b7d84   GetKey_DAF_4Seed7Key_N
00638bb0  00024616 R_ARM_JUMP_SLOT   004f0224   BN_nnmod
00638bb4  00024716 R_ARM_JUMP_SLOT   003ea92c   InstanceCircleName
00638bb8  00024816 R_ARM_JUMP_SLOT   003b9268   DoVariantName
00638bbc  00024916 R_ARM_JUMP_SLOT   003b9048   InitVariant
00638bc0  00024a16 R_ARM_JUMP_SLOT   003b7b48   InstanceProtocol
00638bc4  00024b16 R_ARM_JUMP_SLOT   00208248   Delphi_CAN_Read_Freeze
00638bc8  00024d16 R_ARM_JUMP_SLOT   003b685c   CreatePinrefByXml
00638bcc  00024e16 R_ARM_JUMP_SLOT   002e5208   seedkey_racf_dfcv_qj_b
00638bd0  00024f16 R_ARM_JUMP_SLOT   004e0720   EVP_DigestFinal_ex
00638bd4  00025016 R_ARM_JUMP_SLOT   004efaec   BN_mod_exp_mont
00638bd8  00025116 R_ARM_JUMP_SLOT   0020f518   Kwp_Check7f
00638bdc  00025216 R_ARM_JUMP_SLOT   004d1c80   BN_CTX_new
00638be0  00025316 R_ARM_JUMP_SLOT   0017714c   DIAGP_HighPressure
00638be4  00025416 R_ARM_JUMP_SLOT   0013ca78   Diag_CheckIO
00638be8  00025616 R_ARM_JUMP_SLOT   002cfffc   sub_3005ABEC
00638bec  00025716 R_ARM_JUMP_SLOT   0017b288   xml_GetIndex
00638bf0  00025816 R_ARM_JUMP_SLOT   00449b5c   RefreshSatusDialog
00638bf4  00025916 R_ARM_JUMP_SLOT   002e3194   processfile
00638bf8  00025a16 R_ARM_JUMP_SLOT   001303e0   BMW_Clear_Dtc_Simple
00638bfc  00025b16 R_ARM_JUMP_SLOT   00000000   getenv
00638c00  00025c16 R_ARM_JUMP_SLOT   003b5c68   DoaSubtask
00638c04  00025f16 R_ARM_JUMP_SLOT   00085c6c   KXmlGetStringonly
00638c08  00026016 R_ARM_JUMP_SLOT   003a95e4   IsTokenEndSpc
00638c0c  00026116 R_ARM_JUMP_SLOT   00000000   ceil
00638c10  00026316 R_ARM_JUMP_SLOT   004d0104   CRYPTO_malloc_locked
00638c14  00026416 R_ARM_JUMP_SLOT   00206fb8   SeedKey_Fuso
00638c18  00026516 R_ARM_JUMP_SLOT   003b2bac   GetRequestByServicecal
00638c1c  00026816 R_ARM_JUMP_SLOT   004cbc54   BN_value_one
00638c20  00026c16 R_ARM_JUMP_SLOT   0029a954   MDfinish
00638c24  00026d16 R_ARM_JUMP_SLOT   0048a120   ezxml_vget
00638c28  00026e16 R_ARM_JUMP_SLOT   004b4b78   IsCorrectFile
00638c2c  00027216 R_ARM_JUMP_SLOT   004d3f54   BN_BLINDING_free
00638c30  00027316 R_ARM_JUMP_SLOT   00249c80   GM_FreeData_ByteSearch
00638c34  00027416 R_ARM_JUMP_SLOT   002ea3a0   seedkey_liangliang_zhe
00638c38  00027516 R_ARM_JUMP_SLOT   003ddb5c   InputSeedGetKEY
00638c3c  00027616 R_ARM_JUMP_SLOT   002f12d0   calc_val_new
00638c40  00027716 R_ARM_JUMP_SLOT   003ed404   RefreshDialog
00638c44  00027a16 R_ARM_JUMP_SLOT   004e0dec   OBJ_ln2nid
00638c48  00027d16 R_ARM_JUMP_SLOT   0024c0c8   EncodeforDingZhouChang
00638c4c  00027e16 R_ARM_JUMP_SLOT   00000000   BBPrintFuncCmd
00638c50  00027f16 R_ARM_JUMP_SLOT   002cc088   GetKey_Cummins_Ecu_Fla
00638c54  00028116 R_ARM_JUMP_SLOT   00306028   ToyotaCAN_Read_Data
00638c58  00028316 R_ARM_JUMP_SLOT   003acb60   ParseavgroupList_1401
00638c5c  00028416 R_ARM_JUMP_SLOT   0045a75c   lua_next
00638c60  00028516 R_ARM_JUMP_SLOT   00000000   floor
00638c64  00028716 R_ARM_JUMP_SLOT   003776c4   DoHextoPCBU
00638c68  00028816 R_ARM_JUMP_SLOT   00290758   XiChai_Key
00638c6c  00028a16 R_ARM_JUMP_SLOT   00304150   Toyota_Fdata_Vari_Menu
00638c70  00028b16 R_ARM_JUMP_SLOT   002325ec   Shield_Dtc_Code
00638c74  00028c16 R_ARM_JUMP_SLOT   000bcab0   landrover_seed2key_new
00638c78  00028d16 R_ARM_JUMP_SLOT   0045d434   luaL_getsubtable
00638c7c  00028e16 R_ARM_JUMP_SLOT   00451f84   WFD_ShowDoubleSelectio
00638c80  00029016 R_ARM_JUMP_SLOT   00085a40   KXmlGetInteger
00638c84  00029116 R_ARM_JUMP_SLOT   0039af80   VCI_Destory_ComLogical
00638c88  00029616 R_ARM_JUMP_SLOT   00084ffc   KXmlClose
00638c8c  00029816 R_ARM_JUMP_SLOT   004363a8   RecordFlashLog
00638c90  00029916 R_ARM_JUMP_SLOT   00087c08   AddHint
00638c94  00029b16 R_ARM_JUMP_SLOT   004b1a64   Open_License
00638c98  00029c16 R_ARM_JUMP_SLOT   002efa24   seedkey_gg_20211107
00638c9c  00029d16 R_ARM_JUMP_SLOT   00182f5c   xml_GetXProtocol
00638ca0  00029e16 R_ARM_JUMP_SLOT   0029e69c   seedkey_qingka_guosix_
00638ca4  0002a016 R_ARM_JUMP_SLOT   0049b8fc   Data_Packet
00638ca8  0002a116 R_ARM_JUMP_SLOT   00000000   BBSetFuncName
00638cac  0002a216 R_ARM_JUMP_SLOT   00490828   finedstrIn
00638cb0  0002a416 R_ARM_JUMP_SLOT   000ba150   GetSeedKeyData
00638cb4  0002a516 R_ARM_JUMP_SLOT   00398d70   ReadBDXACAV
00638cb8  0002a616 R_ARM_JUMP_SLOT   003c046c   DealwithDTChandling
00638cbc  0002a816 R_ARM_JUMP_SLOT   0043398c   noteAction
00638cc0  0002a916 R_ARM_JUMP_SLOT   00221ee8   Kwp_Advanced_Diag_Disp
00638cc4  0002ab16 R_ARM_JUMP_SLOT   003232c8   StrToInt
00638cc8  0002ad16 R_ARM_JUMP_SLOT   00084630   SdInforGetSdElementEx
00638ccc  0002ae16 R_ARM_JUMP_SLOT   00395cec   GetAVRawValueByName
00638cd0  0002af16 R_ARM_JUMP_SLOT   0014ea84   Diag_FindFirstDb
00638cd4  0002b016 R_ARM_JUMP_SLOT   000a6fc0   getModExp
00638cd8  0002b116 R_ARM_JUMP_SLOT   003cb488   InstanceAv8Dialog
00638cdc  0002b216 R_ARM_JUMP_SLOT   001a50b8   honda_act_condition_pa
00638ce0  0002b316 R_ARM_JUMP_SLOT   001508a0   ecuReInitCmdSave
00638ce4  0002b516 R_ARM_JUMP_SLOT   002cf45c   seedkey_cthnc_bcu
00638ce8  0002b916 R_ARM_JUMP_SLOT   00245024   Delphi_Set_TesterPrese
00638cec  0002bb16 R_ARM_JUMP_SLOT   004f126c   BN_rand_range
00638cf0  0002bc16 R_ARM_JUMP_SLOT   00295ae8   ConcatenateEx
00638cf4  0002be16 R_ARM_JUMP_SLOT   002c5a70   sub_30061AA4
00638cf8  0002bf16 R_ARM_JUMP_SLOT   0011f944   Benz_Access
00638cfc  0002c016 R_ARM_JUMP_SLOT   001523dc   Kwp2k_RcvMsg
00638d00  0002c116 R_ARM_JUMP_SLOT   000b72ec   GetKey_DAF_2Seed2Key_N
00638d04  0002c316 R_ARM_JUMP_SLOT   004f6158   ASN1_primitive_free
00638d08  0002c416 R_ARM_JUMP_SLOT   00000000   __strtol_internal
00638d0c  0002c516 R_ARM_JUMP_SLOT   002b8a04   tt_encipher
00638d10  0002c616 R_ARM_JUMP_SLOT   003e1b1c   CHJ_Return_ECU_Menu
00638d14  0002c816 R_ARM_JUMP_SLOT   001152b8   ShiftRows
00638d18  0002ca16 R_ARM_JUMP_SLOT   0045443c   CreateSetHexoutOutputR
00638d1c  0002cb16 R_ARM_JUMP_SLOT   004a6738   IOConvertJ1939
00638d20  0002cc16 R_ARM_JUMP_SLOT   000b792c   GetKey_DAF_4Seed4Key_N
00638d24  0002cd16 R_ARM_JUMP_SLOT   00000000   usleep
00638d28  0002ce16 R_ARM_JUMP_SLOT   00178fc0   xml_str2byteslen
00638d2c  0002d116 R_ARM_JUMP_SLOT   004dba78   ENGINE_get_default_RAN
00638d30  0002d216 R_ARM_JUMP_SLOT   004cbdbc   BN_bn2bin
00638d34  0002d316 R_ARM_JUMP_SLOT   004cdb30   RAND_add
00638d38  0002d416 R_ARM_JUMP_SLOT   00000000   __aeabi_fadd
00638d3c  0002d516 R_ARM_JUMP_SLOT   000b73a8   GetKey_2018_01_29_17_3
00638d40  0002d616 R_ARM_JUMP_SLOT   00365f54   BOSCH_DIAP_TestStart
00638d44  0002d716 R_ARM_JUMP_SLOT   00084740   PH_Init
00638d48  0002d916 R_ARM_JUMP_SLOT   003a69ac   LuaApp_CallFunction_Ar
00638d4c  0002da16 R_ARM_JUMP_SLOT   003eb774   InstanceBargraphUnit
00638d50  0002db16 R_ARM_JUMP_SLOT   004d360c   bn_mul_part_recursive
00638d54  0002dc16 R_ARM_JUMP_SLOT   003684e8   BOSCH_MOT_qCyl
00638d58  0002dd16 R_ARM_JUMP_SLOT   00291e04   Decode
00638d5c  0002de16 R_ARM_JUMP_SLOT   002e2aa4   reset
00638d60  0002df16 R_ARM_JUMP_SLOT   002d0030   memcpy_r
00638d64  0002e016 R_ARM_JUMP_SLOT   001c2278   SAIC_SRSGetCarPin
00638d68  0002e116 R_ARM_JUMP_SLOT   004f2aa0   BN_MONT_CTX_set_locked
00638d6c  0002e216 R_ARM_JUMP_SLOT   003aea28   ParseSVSelList
00638d70  0002e516 R_ARM_JUMP_SLOT   00000000   BBPrintFuncResult_Form
00638d74  0002e616 R_ARM_JUMP_SLOT   003cb378   Refresh_Av8Dialog
00638d78  0002e716 R_ARM_JUMP_SLOT   003e9670   RefreshBitmap
00638d7c  0002e916 R_ARM_JUMP_SLOT   0035fa10   Volvo_Clear_Dtc_Sub
00638d80  0002ea16 R_ARM_JUMP_SLOT   004350c4   read_all_ecu_informati
00638d84  0002eb16 R_ARM_JUMP_SLOT   003e48cc   FindCleanupNodeInsideR
00638d88  0002ee16 R_ARM_JUMP_SLOT   001a86c4   Get_DateBaseProtocolLi
00638d8c  0002ef16 R_ARM_JUMP_SLOT   003e796c   InstanceListboxItems
00638d90  0002f016 R_ARM_JUMP_SLOT   004ca87c   UnMakeTextNumberBuffer
00638d94  0002f316 R_ARM_JUMP_SLOT   002ba130   method_2
00638d98  0002f416 R_ARM_JUMP_SLOT   00000000   getpid
00638d9c  0002f716 R_ARM_JUMP_SLOT   001544ec   ToyotaCANBUS_RcvMsgS
00638da0  0002f816 R_ARM_JUMP_SLOT   00084fd0   SeedKey
00638da4  0002fb16 R_ARM_JUMP_SLOT   004fa8d0   BUF_MEM_grow_clean
00638da8  0002fc16 R_ARM_JUMP_SLOT   00295450   SeedKey_Calc
00638dac  0002fd16 R_ARM_JUMP_SLOT   002d4f04   sub_10001260
00638db0  0002ff16 R_ARM_JUMP_SLOT   00179af4   Fault_CITR_Hex2Str
00638db4  00030116 R_ARM_JUMP_SLOT   003ad244   SD_Msg_Parse_8500
00638db8  00030216 R_ARM_JUMP_SLOT   0035cf3c   A0_TianJi_Pki_Code
00638dbc  00030416 R_ARM_JUMP_SLOT   001b91b8   InitAllSaveBuffer
00638dc0  00030516 R_ARM_JUMP_SLOT   00000000   qsort
00638dc4  00030716 R_ARM_JUMP_SLOT   0043c808   LuaApp_InstanceUserFun
00638dc8  00030816 R_ARM_JUMP_SLOT   00000000   PH_Destory_ComLogicalL
00638dcc  00030916 R_ARM_JUMP_SLOT   004440b4   HM_Flow1_FlashApp
00638dd0  00030a16 R_ARM_JUMP_SLOT   0028fb20   AES128_ECB_encrypt
00638dd4  00030d16 R_ARM_JUMP_SLOT   00000000   fscanf
00638dd8  00030e16 R_ARM_JUMP_SLOT   004f9468   asn1_enc_save
00638ddc  00031016 R_ARM_JUMP_SLOT   00000000   fgets
00638de0  00031116 R_ARM_JUMP_SLOT   0044ec88   WFD_RefreshInfoDialog
00638de4  00031216 R_ARM_JUMP_SLOT   0035f3e0   Volvo_Send_End
00638de8  00031316 R_ARM_JUMP_SLOT   003dd89c   CHJ_Flow1_Before_Flash
00638dec  00031416 R_ARM_JUMP_SLOT   00398a88   DoReadBDXACInfo
00638df0  00031516 R_ARM_JUMP_SLOT   00182f0c   xml_GetFreeze
00638df4  00031616 R_ARM_JUMP_SLOT   004de6c0   sk_num
00638df8  00031716 R_ARM_JUMP_SLOT   0039f118   BDX_FindVariant
00638dfc  00031816 R_ARM_JUMP_SLOT   003ec574   DoTimeoutEvent
00638e00  00031916 R_ARM_JUMP_SLOT   00359320   TE_StPop
00638e04  00031a16 R_ARM_JUMP_SLOT   0011e850   MSet_SetData
00638e08  00031b16 R_ARM_JUMP_SLOT   004f958c   ASN1_TYPE_free
00638e0c  00031c16 R_ARM_JUMP_SLOT   004b391c   uft8_smart_copy
00638e10  00031d16 R_ARM_JUMP_SLOT   00000000   BBPrintFuncCmdEx
00638e14  00031e16 R_ARM_JUMP_SLOT   0012d234   BMW_Convert_DTC_ByBit
00638e18  00031f16 R_ARM_JUMP_SLOT   004d8f3c   RSA_padding_check_PKCS
00638e1c  00032016 R_ARM_JUMP_SLOT   004d19fc   BN_sub
00638e20  00032216 R_ARM_JUMP_SLOT   001509b8   SetDiagMode
00638e24  00032316 R_ARM_JUMP_SLOT   00444854   DisplayResult
00638e28  00032416 R_ARM_JUMP_SLOT   002124c0   Kwp_Comm_Mode2
00638e2c  00032516 R_ARM_JUMP_SLOT   0018a9f8   Check_F0
00638e30  00032616 R_ARM_JUMP_SLOT   002938a0   MD5Digest
00638e34  00032916 R_ARM_JUMP_SLOT   0041a06c   GetSoPath
00638e38  00032c16 R_ARM_JUMP_SLOT   004df4b0   RAND_SSLeay
00638e3c  00032d16 R_ARM_JUMP_SLOT   0028305c   OBDII_Spy_Sub
00638e40  00032e16 R_ARM_JUMP_SLOT   004fb564   c2i_ASN1_INTEGER
00638e44  00032f16 R_ARM_JUMP_SLOT   0038ffd4   GetAvPack
00638e48  00033116 R_ARM_JUMP_SLOT   001754bc   DIAGP_MOT_qCyl
00638e4c  00033216 R_ARM_JUMP_SLOT   00084d44   FS_Open
00638e50  00033416 R_ARM_JUMP_SLOT   0041a214   Negative_Opreation
00638e54  00033516 R_ARM_JUMP_SLOT   004e1054   OBJ_nid2sn
00638e58  00033716 R_ARM_JUMP_SLOT   0048c274   ezxml_str2utf8
00638e5c  00033816 R_ARM_JUMP_SLOT   0025bfd0   NegationResp7f
00638e60  00033916 R_ARM_JUMP_SLOT   0036e904   FindChar
00638e64  00033a16 R_ARM_JUMP_SLOT   003dfb50   GetDatFileFlashByteSiz
00638e68  00033b16 R_ARM_JUMP_SLOT   002bb440   sub_10001250
00638e6c  00033d16 R_ARM_JUMP_SLOT   00416840   Diesel_ecu_flash
00638e70  00033e16 R_ARM_JUMP_SLOT   0044312c   HM_InputFlashCheckSum
00638e74  00033f16 R_ARM_JUMP_SLOT   0041c158   Flash_init
00638e78  00034016 R_ARM_JUMP_SLOT   003de5d8   CHJ_Flow1_Flash_Step_C
00638e7c  00034116 R_ARM_JUMP_SLOT   002d6c10   sub_1004E780
00638e80  00034216 R_ARM_JUMP_SLOT   004f2804   BN_MONT_CTX_init
00638e84  00034316 R_ARM_JUMP_SLOT   0025a2b8   Moto_Read_Stream
00638e88  00034416 R_ARM_JUMP_SLOT   002d2020   seedkey_008c_020e
00638e8c  00034816 R_ARM_JUMP_SLOT   003d6cb0   CARecordFlashLog
00638e90  00034a16 R_ARM_JUMP_SLOT   004decac   lh_num_items
00638e94  00034b16 R_ARM_JUMP_SLOT   003df0d4   CHJ_Flow1_Flash_Step_A
00638e98  00034d16 R_ARM_JUMP_SLOT   004f3838   BIO_set_flags
00638e9c  00035016 R_ARM_JUMP_SLOT   001a4f28   xml_GetActDataBaseProt
00638ea0  00035116 R_ARM_JUMP_SLOT   004578c4   lua_gettop
00638ea4  00035216 R_ARM_JUMP_SLOT   003bccd4   SVInterSystem
00638ea8  00035316 R_ARM_JUMP_SLOT   00179174   str2hex
00638eac  00035716 R_ARM_JUMP_SLOT   00141584   act_pre_condition
00638eb0  00035816 R_ARM_JUMP_SLOT   003e0e84   CHJ_Flow2_Flash_Step_A
00638eb4  00035a16 R_ARM_JUMP_SLOT   0024deac   Maruili_Parse_Dtc
00638eb8  00035b16 R_ARM_JUMP_SLOT   00391550   InstanceSwitchAVItemBy
00638ebc  00035c16 R_ARM_JUMP_SLOT   002d72b4   tt_sub_1004e150
00638ec0  00035e16 R_ARM_JUMP_SLOT   00497104   GetMenuNewSysInfor
00638ec4  00035f16 R_ARM_JUMP_SLOT   000b974c   Benz_InjectorAdaptatio
00638ec8  00036016 R_ARM_JUMP_SLOT   0049c498   Data_UnPacket
00638ecc  00036116 R_ARM_JUMP_SLOT   000baff0   sub_2016_03_28_16_05
00638ed0  00036216 R_ARM_JUMP_SLOT   003df648   CHJ_Flow1_FlashApp
00638ed4  00036416 R_ARM_JUMP_SLOT   002e9c8c   seedkey_lootx_20211014
00638ed8  00036516 R_ARM_JUMP_SLOT   004cfa18   OPENSSL_showfatal
00638edc  00036616 R_ARM_JUMP_SLOT   0022c7f0   SAIC_SendRevP7F78
00638ee0  00036716 R_ARM_JUMP_SLOT   0021937c   Porton_Key_Comm
00638ee4  00036816 R_ARM_JUMP_SLOT   002e9b74   seedkey_lootx_20211015
00638ee8  00036916 R_ARM_JUMP_SLOT   003e6b04   RefreshInteractions
00638eec  00036b16 R_ARM_JUMP_SLOT   00155a28   Sub_Parse_Dtc
00638ef0  00036c16 R_ARM_JUMP_SLOT   00458e04   lua_pushvfstring
00638ef4  00036d16 R_ARM_JUMP_SLOT   001634a4   All_Parse_Data
00638ef8  00036f16 R_ARM_JUMP_SLOT   003d8528   Return_ECU_Menu
00638efc  00037016 R_ARM_JUMP_SLOT   003c290c   DoBDXClearDTC
00638f00  00037116 R_ARM_JUMP_SLOT   0015255c   KwpPride_RcvMsg
00638f04  00037216 R_ARM_JUMP_SLOT   00124ad4   Benz_Parse_Dtc
00638f08  00037316 R_ARM_JUMP_SLOT   002e5548   seedkey_lh_20210720
00638f0c  00037416 R_ARM_JUMP_SLOT   000b7e40   GetKey_2018_01_31_10_3
00638f10  00037516 R_ARM_JUMP_SLOT   00000000   memcpy
00638f14  00037616 R_ARM_JUMP_SLOT   0043ab64   CheckExpression
00638f18  00037716 R_ARM_JUMP_SLOT   00000000   pthread_cancel
00638f1c  00037816 R_ARM_JUMP_SLOT   004b4004   RemoveAllNumberTextBuf
00638f20  00037b16 R_ARM_JUMP_SLOT   003b39f8   DoStandardFFDataServic
00638f24  00037c16 R_ARM_JUMP_SLOT   00489e6c   ezxml_attr
00638f28  00037d16 R_ARM_JUMP_SLOT   003bd614   GetFunListID
00638f2c  00037e16 R_ARM_JUMP_SLOT   000b6b5c   GetKey_WeiChai_nSeednK
00638f30  00037f16 R_ARM_JUMP_SLOT   0044e3c4   CreateStatusDialogNode
00638f34  00038016 R_ARM_JUMP_SLOT   004fa394   ASN1_STRING_type_new
00638f38  00038116 R_ARM_JUMP_SLOT   002eb8a0   seedkey_racf_20210903
00638f3c  00038216 R_ARM_JUMP_SLOT   0008c358   AudiTP16_Init_Ecu
00638f40  00038416 R_ARM_JUMP_SLOT   004e2040   SHA1_Init
00638f44  00038516 R_ARM_JUMP_SLOT   0039aed8   VCI_Set_Exit
00638f48  00038716 R_ARM_JUMP_SLOT   0010e09c   B2k_Read_Frame
00638f4c  00038916 R_ARM_JUMP_SLOT   00000000   setvbuf
00638f50  00038c16 R_ARM_JUMP_SLOT   00088518   Audi_SendReadVer
00638f54  00038d16 R_ARM_JUMP_SLOT   004a72bc   IOConvertJ1939_2
00638f58  00038e16 R_ARM_JUMP_SLOT   0039b9e4   Connect
00638f5c  00039016 R_ARM_JUMP_SLOT   004b40a0   ClearObject
00638f60  00039216 R_ARM_JUMP_SLOT   004cdb7c   RAND_seed
00638f64  00039316 R_ARM_JUMP_SLOT   000b42f0   seed2key_YBKZ_J7_secur
00638f68  00039516 R_ARM_JUMP_SLOT   0013b85c   prideReceive_Package
00638f6c  00039616 R_ARM_JUMP_SLOT   004d1d20   BN_CTX_get
00638f70  00039716 R_ARM_JUMP_SLOT   004588e4   lua_tothread
00638f74  00039816 R_ARM_JUMP_SLOT   003ba96c   SearchSystems
00638f78  00039916 R_ARM_JUMP_SLOT   0045cb08   luaL_loadfilex
00638f7c  00039a16 R_ARM_JUMP_SLOT   000bef90   YaC_seed2key
00638f80  00039b16 R_ARM_JUMP_SLOT   0029ebe4   sub_3005FAC4
00638f84  00039c16 R_ARM_JUMP_SLOT   0038d58c   AddListPath
00638f88  00039d16 R_ARM_JUMP_SLOT   00179da0   xml_str2hex
00638f8c  00039e16 R_ARM_JUMP_SLOT   0041ea24   DecryptFlashFile
00638f90  00039f16 R_ARM_JUMP_SLOT   003d4a20   InitDLL
00638f94  0003a216 R_ARM_JUMP_SLOT   004ac830   Des_Go
00638f98  0003a416 R_ARM_JUMP_SLOT   00000000   __aeabi_fcmpgt
00638f9c  0003a516 R_ARM_JUMP_SLOT   00371894   SAIC_SetWscDate
00638fa0  0003a716 R_ARM_JUMP_SLOT   004e5a6c   SHA256_Update
00638fa4  0003a816 R_ARM_JUMP_SLOT   0044cc20   SetButtons
00638fa8  0003aa16 R_ARM_JUMP_SLOT   0045bdd0   luaL_checkstack
00638fac  0003ab16 R_ARM_JUMP_SLOT   0039f744   DoBDXECUIdent
00638fb0  0003ac16 R_ARM_JUMP_SLOT   003e615c   WFD_Dealwith_Node_Conn
00638fb4  0003ad16 R_ARM_JUMP_SLOT   000b542c   SeedToKey_jac_bcm
00638fb8  0003ae16 R_ARM_JUMP_SLOT   0018d414   Gm_Parse_Dtc
00638fbc  0003af16 R_ARM_JUMP_SLOT   002d5fb0   sub_1004E4D0
00638fc0  0003b016 R_ARM_JUMP_SLOT   003c8ee4   DealAssignExpress
00638fc4  0003b116 R_ARM_JUMP_SLOT   00389600   CloseComPort
00638fc8  0003b416 R_ARM_JUMP_SLOT   001ce8ac   DIAP_Write_Injector_Da
00638fcc  0003b516 R_ARM_JUMP_SLOT   0013da40   sub_100D6040
00638fd0  0003b616 R_ARM_JUMP_SLOT   00000000   perror
00638fd4  0003b716 R_ARM_JUMP_SLOT   003ad660   SD_Msg_Parse_str
00638fd8  0003b816 R_ARM_JUMP_SLOT   00296d54   MDinit
00638fdc  0003bc16 R_ARM_JUMP_SLOT   002eb478   seedkey_racf_p42a02401
00638fe0  0003be16 R_ARM_JUMP_SLOT   0044fccc   Create_Av8DialogNode
00638fe4  0003bf16 R_ARM_JUMP_SLOT   00145690   Cummins_Status_Add
00638fe8  0003c016 R_ARM_JUMP_SLOT   002ce9cc   DecryptForEcudata_2
00638fec  0003c216 R_ARM_JUMP_SLOT   000af5ec   seed_key_MDG1C_UDS_CVO
00638ff0  0003c316 R_ARM_JUMP_SLOT   000b1960   SecurityAccess_ecm_SMT
00638ff4  0003c416 R_ARM_JUMP_SLOT   00396774   CheckPreconditions
00638ff8  0003c516 R_ARM_JUMP_SLOT   00296660   toComplement
00638ffc  0003c816 R_ARM_JUMP_SLOT   00458398   lua_tointegerx
00639000  0003c916 R_ARM_JUMP_SLOT   003c4c44   GetNumOfDtc
00639004  0003ca16 R_ARM_JUMP_SLOT   000bac60   GetKey_Benz_2Seed2Key_
00639008  0003cc16 R_ARM_JUMP_SLOT   003e49b4   InstanceCoding8Dialog
0063900c  0003ce16 R_ARM_JUMP_SLOT   000bb858   sub_76A840
00639010  0003cf16 R_ARM_JUMP_SLOT   004595ac   lua_getmetatable
00639014  0003d016 R_ARM_JUMP_SLOT   0026e0fc   xml_GetProtocol1nissan
00639018  0003d116 R_ARM_JUMP_SLOT   0017b5c4   xml_Melco_GetIndex
0063901c  0003d216 R_ARM_JUMP_SLOT   003989a0   SetCurAc
00639020  0003d416 R_ARM_JUMP_SLOT   00243e98   Kwp_ScanAddMenu
00639024  0003d516 R_ARM_JUMP_SLOT   00000000   __aeabi_uldivmod
00639028  0003d616 R_ARM_JUMP_SLOT   00182e1c   xml_GetProtocol
0063902c  0003d716 R_ARM_JUMP_SLOT   004529dc   WFD_RefreshActuatorDia
00639030  0003d816 R_ARM_JUMP_SLOT   00000000   puts
00639034  0003d916 R_ARM_JUMP_SLOT   004ef2d0   BN_mod_exp_mont_constt
00639038  0003da16 R_ARM_JUMP_SLOT   004a9f74   CheckKt600PassWord
